Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition
11,129500,0.0,3,0.22364217252396165,0.04627357498422492,1,1,3,3,0,4,0,19,2,2,0,2,0.4444444444444445,0.5,0.6739130434782616,0.25,3,1,6,6,2,0.0,3,4,1,4,4,4,5,0.16052445074415309,6,0.0,0.05736301369863013,0.17021276595744683,1,0,1,5,0.16200091785222578,0.0,0.0,0.13300678221552373,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,3,0.25,6,0.0,3,5,0.9776119402985076,3,0.25,0.27080394922425954,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,0.09090909090909093,0.5,8,4
12,345000,0.2352941176470588,3,0.2715654952076677,0.04965762228610158,1,1,0,3,0,4,0,16,2,2,0,5,0.8888888888888888,0.5,0.9637681159420293,0.93333333333333,3,1,14,15,3,0.17875,0,4,2,0,4,4,2,0.17682494684620836,6,0.0,0.07577054794520548,0.19230769230769232,1,0,1,5,0.19458467186782927,0.5530266343825666,0.0,0.3749058025621703,0.3333333333333333,0.0,1.0,0.0,0.5,0.3333333333333333,0,0.7500000000000002,6,0.6666666666666666,2,3,0.9975124378109455,0,0.75,0.5190409026798307,5,5,2,0.17152858809801635,0.038391224862888484,0.0,0.0,0.0,0.0,3,2,1,0.0,0.5454545454545455,0.0,6,5
13,144000,0.0,3,0.0,0.054537381102619846,1,1,1,3,0,4,0,19,2,2,0,2,0.4444444444444445,0.625,0.6521739130434785,0.20000000000000284,3,1,6,10,2,0.0,3,4,1,4,4,4,0,0.13058114812189936,6,0.0,0.07491438356164383,0.14926350245499184,1,4,1,5,0.13262964662689306,0.0,0.0,0.10889223813112284,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,3,0.16666666666666669,6,0.0,3,5,0.9761194029850748,3,0.25,0.24823695345557123,5,5,2,0.1633605600933489,0.0,0.0,0.0,0.36666666666666664,0.0,3,2,1,0.0,0.7272727272727274,0.5,8,4
14,279500,0.0,3,0.29073482428115016,0.04371216901540116,1,1,0,3,0,4,0,5,2,2,0,2,0.6666666666666665,0.5,0.9710144927536231,0.9500000000000028,1,1,12,13,3,0.19125,2,4,2,2,4,0,6,0.0,6,0.0,0.6395547945205479,0.24451718494271688,1,0,1,5,0.2661771454795778,0.0,0.0,0.21853805576488322,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,2,0.41666666666666674,6,0.3333333333333333,2,1,0.9980099502487564,2,0.75,0.5923836389280677,5,5,2,0.1866977829638273,0.0603290676416819,0.0,0.0,0.0,0.0,3,2,1,0.0,0.6363636363636365,0.25,6,5
15,157000,0.0,3,0.0,0.04496482740891351,1,1,0,3,0,0,0,12,2,2,0,2,0.5555555555555556,0.5,0.6376811594202909,0.1666666666666643,3,1,8,8,1,0.1325,3,4,1,4,4,4,1,0.1298724309000709,6,0.0,0.2226027397260274,0.20507364975450085,1,4,1,5,0.21087654887563104,0.0,0.0,0.17313489073097213,0.3333333333333333,0.0,0.3333333333333333,0.5,0.25,0.3333333333333333,3,0.25,6,0.3333333333333333,1,1,0.9751243781094528,2,0.25,0.24823695345557123,5,5,2,0.0,0.38939670932358317,0.31884057971014496,0.0,0.0,0.0,3,1,1,0.0,0.3636363636363637,0.5,8,4
16,132000,0.14705882352941177,4,0.16293929712460065,0.022529154689289305,1,1,3,3,0,0,0,3,2,2,0,1,0.6666666666666665,0.875,0.4130434782608692,0.8500000000000014,1,1,13,14,2,0.0,3,4,0,4,4,4,6,0.0,6,0.0,0.3561643835616438,0.13617021276595745,1,0,1,0,0.11932078935291418,0.0,0.0,0.09796533534287868,0.0,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,3,0.25,6,0.0,3,5,0.9905472636815922,3,0.5,0.40620592383638926,5,5,2,0.0560093348891482,0.20475319926873858,0.0,0.0,0.0,0.0,3,0,1,0.0,0.5454545454545455,0.25,8,4
17,149000,0.0,3,0.0,0.046465213022038376,1,1,0,3,0,1,0,12,2,2,0,2,0.5555555555555556,0.75,0.7101449275362324,0.3333333333333357,1,1,13,14,1,0.1125,3,4,1,4,4,4,0,0.10240963855421686,6,0.0,0.18236301369863012,0.16432078559738136,1,0,1,5,0.15374024782010096,0.0,0.0,0.12622456669178597,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,3,0.25,6,0.3333333333333333,5,1,0.9800995024875624,0,0.5,0.3385049365303244,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,3,0.04516129032258065,0.18181818181818182,1.0,8,4
18,90000,0.4117647058823529,3,0.23003194888178913,0.044361868704573613,1,1,3,3,0,4,0,19,2,2,2,2,0.3333333333333333,0.5,0.6884057971014492,0.28333333333333144,1,1,8,8,2,0.0,3,4,3,3,2,2,4,0.0,4,0.0,0.0,0.0,1,4,1,5,0.22074346030289124,0.0,0.0,0.18123587038432554,0.0,0.0,0.6666666666666666,0.0,0.25,0.6666666666666666,3,0.3333333333333334,6,0.0,3,4,0.9786069651741295,3,0.5,0.3638928067700987,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,3,0.03225806451612903,0.8181818181818185,0.0,8,4
19,159000,0.0,3,0.2108626198083067,0.05793545069994626,1,1,3,3,0,4,0,20,5,2,0,2,0.4444444444444445,0.5,0.9565217391304355,0.8999999999999986,1,1,12,13,2,0.0,3,4,2,4,4,4,2,0.11445783132530121,6,0.0,0.20034246575342465,0.1823240589198036,1,0,1,5,0.17898118402937127,0.0,0.0,0.146948003014318,0.3333333333333333,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,2,0.3333333333333334,6,0.0,3,5,0.9970149253731345,3,0.5,0.40620592383638926,5,5,2,0.0,0.18647166361974407,0.0,0.0,0.0,0.0,3,2,1,0.0,0.4545454545454546,0.5,8,4
20,139000,0.0,3,0.22364217252396165,0.029259856505176568,1,1,3,3,0,4,0,12,2,2,0,2,0.4444444444444445,0.625,0.6231884057971016,0.25,3,1,3,10,2,0.0,3,4,1,4,4,4,3,0.0892983699503898,6,0.0,0.2247431506849315,0.1684124386252046,1,4,1,5,0.23061037173015145,0.0,0.0,0.18933685003767897,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,3,0.3333333333333334,2,0.0,3,1,0.974129353233831,3,0.25,0.20733427362482368,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,0.3636363636363637,0.75,0,0
21,325300,0.2352941176470588,3,0.3226837060702875,0.06036598191123888,1,1,0,3,0,0,0,16,2,2,0,5,0.7777777777777777,0.5,0.9637681159420293,0.93333333333333,1,1,12,13,1,0.23750000000000002,2,4,2,0,4,0,6,0.0,6,0.0,0.49571917808219174,0.18952536824877253,1,0,1,5,0.18907755851307942,0.5898305084745763,0.0,0.38470233609645815,0.0,0.0,1.0,0.5,0.5,0.3333333333333333,2,0.5833333333333335,6,0.3333333333333333,2,3,0.9975124378109455,2,0.75,0.6015514809590973,5,5,2,0.280046674445741,0.28153564899451555,0.0,0.0,0.0,0.0,3,2,1,0.0,0.9090909090909093,0.0,6,5
22,139400,0.14705882352941177,4,0.18210862619808305,0.02874103157353526,1,0,3,0,0,4,0,9,2,2,0,1,0.6666666666666665,0.75,0.42028985507246475,0.0,1,1,13,14,2,0.0,3,4,2,4,4,4,6,0.0,6,0.0,0.2726883561643835,0.10425531914893618,1,0,1,1,0.17760440569068378,0.0,0.0,0.14581763376036172,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,2,0.3333333333333334,6,0.3333333333333333,2,1,0.9601990049751246,3,0.25,0.19746121297602257,5,5,0,0.0,0.0,0.3713768115942029,0.0,0.0,0.0,3,0,1,0.0,0.4545454545454546,0.25,8,4
23,230000,0.0,3,0.23961661341853036,0.03945873939563907,1,1,3,3,0,4,0,5,2,2,0,2,0.7777777777777777,0.5,0.9420289855072461,0.8666666666666671,3,1,12,13,1,0.175625,2,4,2,2,4,4,6,0.0,6,0.0,0.7607020547945205,0.29083469721767596,1,0,1,5,0.3352455254703993,0.0,0.0,0.2752449133383572,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,2,0.41666666666666674,6,0.3333333333333333,2,1,0.9960199004975125,2,0.5,0.37658674188998587,5,5,2,0.19953325554259047,0.2906764168190128,0.0,0.0,0.0,0.0,3,2,1,0.0,0.7272727272727274,0.5,8,4
24,129900,0.588235294117647,4,0.14057507987220447,0.013667063965037748,1,1,3,3,0,4,0,10,2,2,4,2,0.4444444444444445,0.75,0.7536231884057969,0.43333333333333,1,1,5,5,2,0.0,3,4,2,2,4,4,2,0.148830616583983,6,0.0,0.08561643835616438,0.17021276595744683,1,4,1,5,0.16659017898118403,0.0,0.0,0.13677467972871138,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,3,0.3333333333333334,6,0.3333333333333333,5,1,0.983084577114428,3,0.5,0.4033850493653032,5,5,2,0.11668611435239208,0.20109689213893966,0.0,0.0,0.0,0.0,3,2,1,0.0,0.4545454545454546,0.25,8,4
25,154000,0.0,3,0.0,0.03246628806468953,1,1,0,3,0,4,0,19,2,2,0,2,0.4444444444444445,0.875,0.695652173913043,0.8500000000000014,1,1,9,10,2,0.0,3,2,1,4,4,3,5,0.033309709425939055,0,0.4531886024423339,0.08732876712328766,0.17348608837970542,1,0,1,5,0.16659017898118403,0.0,0.0,0.13677467972871138,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,2,0.3333333333333334,6,0.3333333333333333,5,1,0.9791044776119404,3,0.25,0.19040902679830748,5,5,2,0.4737456242707119,0.16453382084095064,0.0,0.0,0.0,0.0,3,3,1,0.0,0.3636363636363637,1.0,8,4
26,256300,0.0,3,0.3514376996805112,0.060436093388487704,1,1,3,3,0,0,0,16,2,2,0,2,0.7777777777777777,0.5,0.9782608695652169,0.9500000000000028,1,1,12,13,3,0.4,2,4,2,2,4,4,6,0.0,6,0.0,0.670376712328767,0.2563011456628478,1,0,1,5,0.2905002294630564,0.0,0.0,0.23850791258477771,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,2,0.41666666666666674,6,0.3333333333333333,2,1,0.9985074626865673,2,0.75,0.6276445698166432,5,5,2,0.0,0.10237659963436929,0.0,0.0,0.0,0.0,3,2,1,0.0,0.5454545454545455,0.75,8,4
27,134800,0.0,3,0.19169329073482427,0.027577181051204755,1,1,3,3,0,0,0,12,2,2,0,2,0.4444444444444445,0.75,0.5724637681159432,0.8333333333333357,1,1,13,14,2,0.0,3,4,1,4,4,3,1,0.041459957476966694,5,0.3297150610583447,0.07705479452054795,0.14729950900163669,1,4,1,5,0.12987608994951813,0.0,0.0,0.10663149962321025,0.0,0.5,0.3333333333333333,0.0,0.375,0.3333333333333333,2,0.25,6,0.0,3,5,0.9975124378109455,3,0.5,0.40620592383638926,5,5,2,0.2590431738623104,0.05850091407678245,0.0,0.0,0.0,0.0,3,2,1,0.0,0.3636363636363637,1.0,8,4
28,306000,0.0,3,0.3130990415335463,0.04757297436256983,1,1,3,3,0,4,0,16,2,2,0,2,0.7777777777777777,0.5,0.9782608695652169,0.9666666666666686,1,1,12,13,3,0.125,2,4,2,0,4,4,2,0.21580439404677534,6,0.0,0.20804794520547945,0.2788870703764321,1,0,1,5,0.31436438733363925,0.0,0.0,0.25810097965335344,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,2,0.41666666666666674,6,0.3333333333333333,2,1,0.9990049751243782,2,0.75,0.5444287729196051,5,5,2,0.0,0.09140767824497258,0.0,0.0,0.0,0.0,3,2,1,0.0,0.3636363636363637,1.0,8,4
29,207500,0.0,3,0.1501597444089457,0.07020963331697401,1,1,0,3,0,1,0,12,2,2,0,2,0.4444444444444445,0.625,0.6159420289855078,0.7833333333333314,1,1,8,8,2,0.0,3,4,1,4,4,1,1,0.22625797306874557,6,0.0,0.08861301369863013,0.24288052373158758,1,4,1,5,0.2905002294630564,0.0,0.0,0.23850791258477771,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,3,0.3333333333333334,6,0.6666666666666666,2,1,0.97363184079602,2,0.25,0.2249647390691114,5,5,2,0.33605600933488916,0.4716636197440585,0.0,0.0,0.0,0.0,3,2,1,0.0,1.0,0.0,8,4
30,68500,0.05882352941176469,4,0.19169329073482427,0.023482670779873337,1,1,0,3,0,4,0,3,1,7,0,2,0.3333333333333333,0.625,0.3985507246376816,0.0,1,1,8,8,2,0.0,3,4,0,4,4,4,6,0.0,6,0.0,0.2226027397260274,0.08510638297872342,1,1,0,5,0.042680128499311604,0.0,0.0,0.03504144687264506,0.0,0.0,0.3333333333333333,0.0,0.125,0.3333333333333333,1,0.16666666666666669,6,0.0,3,5,0.9552238805970151,3,0.25,0.1692524682651622,1,5,2,0.05717619603267212,0.0,0.15760869565217392,0.0,0.0,0.0,3,2,1,0.0,0.3636363636363637,0.5,8,4
31,40000,0.2941176470588235,0,0.1597444089456869,0.03365350907943631,1,2,3,3,0,4,0,9,1,2,0,5,0.3333333333333333,0.375,0.3478260869565215,0.0,2,1,3,3,2,0.0,3,1,0,4,4,4,6,0.0,6,0.0,0.2778253424657534,0.10621931260229134,1,4,0,5,0.07228086278109225,0.32348668280871673,0.0,0.18519216277317258,0.0,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,3,0.3333333333333334,6,0.0,3,5,0.9552238805970151,3,0.25,0.1763046544428773,5,1,0,0.0,0.09872029250457039,0.3115942028985507,0.0,0.0,0.0,3,3,1,0.0,0.5454545454545455,0.5,8,4
32,149350,0.0,3,0.0,0.03385916941269953,1,1,0,3,0,1,0,19,2,2,0,2,0.4444444444444445,0.625,0.6811594202898554,0.93333333333333,1,1,6,6,2,0.0,3,4,1,4,4,4,6,0.0,6,0.0,0.5256849315068493,0.2009819967266776,1,2,1,5,0.20513997246443325,0.0,0.0,0.16842501883948757,0.0,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,2,0.3333333333333334,6,0.0,3,1,0.9781094527363186,3,0.25,0.191114245416079,5,5,2,0.0,0.11882998171846434,0.0,0.0,0.0,0.0,3,3,1,0.0,0.4545454545454546,0.5,8,4
33,179900,0.0,3,0.2715654952076677,0.04556778611325341,1,1,3,3,0,0,0,5,2,2,0,2,0.7777777777777777,0.5,0.9782608695652169,0.9500000000000028,1,1,12,13,2,0.0,2,4,2,0,4,0,6,0.0,6,0.0,0.5282534246575342,0.20196399345335517,1,0,1,5,0.20651675080312068,0.0,0.0,0.16955538809344387,0.0,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,2,0.41666666666666674,6,0.0,3,1,0.9985074626865673,2,0.5,0.3413258110014104,5,5,2,0.0,0.054844606946983544,0.0,0.0,0.0,0.0,3,2,1,0.0,0.0,0.5,8,4
34,165500,0.0,3,0.22364217252396165,0.04324475916707565,1,1,0,3,0,4,0,12,2,2,0,2,0.4444444444444445,0.5,0.6304347826086953,0.14999999999999858,3,1,3,3,2,0.0,3,4,1,4,4,4,5,0.18036853295535082,6,0.0,0.1626712328767123,0.22880523731587563,1,2,1,5,0.3134465351078476,0.0,0.0,0.2573474001507159,0.0,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,2,0.3333333333333334,6,0.3333333333333333,2,1,0.9746268656716419,2,0.5,0.3152327221438646,5,5,2,0.0,0.06946983546617916,0.0,0.0,0.0,0.0,3,2,1,0.0,0.27272727272727276,1.0,8,4
35,277500,0.588235294117647,3,0.19169329073482427,0.028105354179812574,1,1,3,3,0,4,0,16,2,2,4,2,0.8888888888888888,0.5,0.9637681159420293,0.9166666666666643,3,1,8,8,1,0.15375,0,4,2,0,4,4,2,0.20428773919206236,6,0.0,0.17465753424657532,0.25548281505728315,1,0,1,5,0.28155117026158794,0.0,0.0,0.23116051243406177,0.3333333333333333,0.0,0.6666666666666666,0.0,0.25,0.3333333333333333,0,0.3333333333333334,6,0.3333333333333333,2,1,0.9975124378109455,0,0.5,0.3921015514809591,5,5,2,0.23687281213535594,0.08592321755027423,0.0,0.0,0.0,0.0,3,2,1,0.0,0.6363636363636365,0.25,8,4
36,309000,0.2352941176470588,3,0.3450479233226837,0.056640725420084616,1,1,3,3,0,4,0,16,2,2,0,5,0.7777777777777777,0.5,0.9565217391304355,0.9166666666666643,1,1,12,13,3,0.0825,2,4,2,0,4,0,6,0.0,6,0.0,0.47816780821917804,0.1828150572831424,1,0,1,5,0.18311151904543368,0.639225181598063,0.0,0.3990203466465712,0.0,0.0,1.0,0.5,0.5,0.3333333333333333,2,0.5833333333333335,6,0.3333333333333333,2,3,0.9970149253731345,0,0.75,0.4873060648801128,5,5,2,0.13185530921820304,0.05850091407678245,0.0,0.0,0.0,0.0,3,2,1,0.0,0.7272727272727274,0.0,8,4
37,145000,0.0,3,0.35782747603833864,0.044679707401434954,1,1,3,3,0,0,0,5,2,2,0,2,0.4444444444444445,0.5,0.8840579710144922,0.75,1,1,12,13,2,0.0,3,4,2,2,4,4,6,0.0,6,0.0,0.4696061643835616,0.17954173486088382,1,0,1,5,0.17508031206975674,0.0,0.0,0.14374529012810852,0.0,0.0,0.3333333333333333,0.5,0.375,0.3333333333333333,3,0.3333333333333334,6,0.0,3,1,0.992537313432836,3,0.5,0.47390691114245415,5,5,2,0.45740956826137696,0.1170018281535649,0.0,0.0,0.0,0.0,3,2,1,0.0,0.4545454545454546,0.75,8,4
38,153000,0.0,3,0.2364217252396166,0.03380308023090047,1,1,3,3,0,4,0,12,2,2,0,2,0.4444444444444445,0.625,0.5942028985507246,0.6666666666666643,3,1,13,14,1,0.40625,3,4,1,4,4,4,5,0.21491849751948974,6,0.0,0.03595890410958904,0.21227495908346974,1,2,1,5,0.22097292335933913,0.0,0.0,0.18142426525998492,0.0,0.5,0.3333333333333333,0.0,0.375,0.3333333333333333,3,0.25,6,0.3333333333333333,5,1,0.9721393034825873,0,0.5,0.3511988716502116,5,5,2,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0.0,0.8181818181818185,0.75,8,4
39,109000,0.0,3,0.21725239616613418,0.030951880156114893,1,1,3,3,0,4,0,12,2,2,0,2,0.4444444444444445,0.75,0.5869565217391308,0.9500000000000028,1,1,12,13,2,0.0,3,2,1,4,4,4,2,0.12951807228915663,6,0.0,0.13955479452054795,0.17299509001636662,1,4,1,5,0.16590178981184028,0.0,0.0,0.13620949510173322,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,2,0.25,6,0.0,3,5,0.9716417910447763,3,0.25,0.17348377997179126,5,5,2,0.0,0.09506398537477148,0.0,0.0,0.0,0.0,3,2,1,0.0,0.0,1.0,8,0
